Customer ID,MonetaryValue,Frequency,LastInvoiceDate,Recency,MonetaryValue_lg,Frequency_lg,Cluster,ClusterLabel
12346.0,169.36,2,2010-06-28 13:53:00,164,5.137913845055013,1.0986122886681098,1,At-Risk / Lost Customers
12347.0,1323.32,2,2010-12-07 14:57:00,2,7.188654399137086,1.0986122886681098,0,Champions/VIPs
12348.0,221.16,1,2010-09-27 14:59:00,73,5.403397842998544,0.6931471805599453,2,New / Promising Customers
12349.0,2221.14,2,2010-10-28 08:23:00,42,7.706225974515392,1.0986122886681098,0,Champions/VIPs
12351.0,300.93,1,2010-11-29 15:23:00,10,5.710195202428391,0.6931471805599453,2,New / Promising Customers
12352.0,343.8,2,2010-11-29 10:07:00,10,5.842964538789538,1.0986122886681098,2,New / Promising Customers
12353.0,317.76,1,2010-10-27 12:44:00,43,5.764438468529548,0.6931471805599453,2,New / Promising Customers
12355.0,488.21000000000004,1,2010-05-21 11:59:00,202,6.192791845141295,0.6931471805599453,1,At-Risk / Lost Customers
12356.0,3124.3,3,2010-11-24 12:24:00,15,8.047285557562796,1.3862943611198906,0,Champions/VIPs
12358.0,2519.01,3,2010-11-29 10:56:00,10,7.832018148751564,1.3862943611198906,0,Champions/VIPs
12359.0,2563.36,6,2010-10-10 11:16:00,60,7.8494642138008395,1.9459101490553132,0,Champions/VIPs
12360.0,1310.83,3,2010-11-12 11:31:00,27,7.1791783879379745,1.3862943611198906,0,Champions/VIPs
12361.0,276.35,3,2010-09-03 15:19:00,97,5.6252802465012435,1.3862943611198906,2,New / Promising Customers
12366.0,500.24,1,2010-03-16 10:28:00,268,6.217085028297085,0.6931471805599453,1,At-Risk / Lost Customers
12368.0,917.6999999999999,1,2010-03-21 15:56:00,263,6.822959627277421,0.6931471805599453,1,At-Risk / Lost Customers
12369.0,1511.15,3,2010-10-22 13:13:00,48,7.321287758168061,1.3862943611198906,0,Champions/VIPs
12370.0,534.62,3,2010-03-25 12:10:00,259,6.283424954419326,1.3862943611198906,1,At-Risk / Lost Customers
12371.0,1819.42,3,2010-10-26 13:37:00,44,7.506822522678487,1.3862943611198906,0,Champions/VIPs
12373.0,603.0500000000001,2,2010-03-25 13:49:00,259,6.403656975965573,1.0986122886681098,1,At-Risk / Lost Customers
12374.0,2046.29,2,2010-10-14 10:16:00,56,7.624272246364603,1.0986122886681098,0,Champions/VIPs
12376.0,383.15,2,2010-11-15 12:15:00,24,5.9510331013136435,1.0986122886681098,2,New / Promising Customers
12377.0,1718.2,2,2010-11-23 19:24:00,16,7.449614345328301,1.0986122886681098,0,Champions/VIPs
12378.0,1407.7,1,2010-05-26 14:07:00,197,7.250422572266261,0.6931471805599453,1,At-Risk / Lost Customers
12379.0,692.98,2,2010-10-13 14:46:00,57,6.542443141647741,1.0986122886681098,2,New / Promising Customers
12385.0,1668.4,1,2010-11-25 15:14:00,14,7.420219559416636,0.6931471805599453,2,New / Promising Customers
12386.0,258.9,1,2010-12-08 09:53:00,1,5.560296941647445,0.6931471805599453,2,New / Promising Customers
12387.0,143.94,1,2010-10-20 16:27:00,50,4.976319863681136,0.6931471805599453,2,New / Promising Customers
12388.0,1120.45,2,2010-09-20 12:41:00,80,7.022377769818835,1.0986122886681098,2,New / Promising Customers
12389.0,1433.33,3,2010-11-02 11:52:00,37,7.268453120207762,1.3862943611198906,0,Champions/VIPs
12391.0,2285.18,5,2010-09-01 12:38:00,99,7.734637581412393,1.791759469228055,0,Champions/VIPs
12392.0,234.75000000000003,1,2010-04-27 14:04:00,226,5.462771921513567,0.6931471805599453,1,At-Risk / Lost Customers
12393.0,816.85,2,2010-11-22 16:10:00,17,6.706678945704534,1.0986122886681098,2,New / Promising Customers
12395.0,1868.64,4,2010-12-03 16:35:00,6,7.5335011779465715,1.6094379124341003,0,Champions/VIPs
12396.0,931.43,1,2010-02-03 13:22:00,309,6.837794081676172,0.6931471805599453,1,At-Risk / Lost Customers
12399.0,808.65,3,2010-11-19 08:53:00,20,6.69660205551948,1.3862943611198906,0,Champions/VIPs
12400.0,205.25,1,2010-10-21 13:45:00,49,5.32908902521479,0.6931471805599453,2,New / Promising Customers
12402.0,941.3,5,2010-11-12 09:50:00,27,6.84832369521271,1.791759469228055,0,Champions/VIPs
12403.0,555.6600000000001,1,2010-07-06 11:39:00,156,6.3219546406230736,0.6931471805599453,2,New / Promising Customers
12406.0,2975.06,3,2010-11-05 11:42:00,34,7.998355557040069,1.3862943611198906,0,Champions/VIPs
12408.0,1287.22,3,2010-11-19 13:21:00,20,7.161016699531783,1.3862943611198906,0,Champions/VIPs
12410.0,240.38,1,2010-07-25 13:26:00,137,5.486372455189752,0.6931471805599453,2,New / Promising Customers
12411.0,346.9,1,2010-10-26 09:25:00,44,5.8519150821578965,0.6931471805599453,2,New / Promising Customers
12412.0,1262.05,3,2010-11-02 17:02:00,37,7.141284709848764,1.3862943611198906,0,Champions/VIPs
12413.0,185.35,1,2010-11-02 13:26:00,37,5.227626625925267,0.6931471805599453,2,New / Promising Customers
12414.0,90.0,1,2010-09-02 12:22:00,98,4.51085950651685,0.6931471805599453,2,New / Promising Customers
12416.0,202.56,1,2010-02-21 10:19:00,291,5.315960801720632,0.6931471805599453,1,At-Risk / Lost Customers
12417.0,2772.31,11,2010-10-25 14:27:00,45,7.9277968316502125,2.4849066497880004,0,Champions/VIPs
12418.0,1352.62,3,2010-10-22 10:29:00,48,7.210537764156515,1.3862943611198906,0,Champions/VIPs
12419.0,391.01,2,2010-11-19 10:04:00,20,5.971287349669164,1.0986122886681098,2,New / Promising Customers
12421.0,235.56,2,2010-10-20 14:28:00,50,5.466201875544222,1.0986122886681098,2,New / Promising Customers
12422.0,2955.79,9,2010-11-10 13:19:00,29,7.991859499407014,2.302585092994046,0,Champions/VIPs
12423.0,667.08,2,2010-11-17 11:33:00,22,6.504407926844974,1.0986122886681098,2,New / Promising Customers
12424.0,1579.07,2,2010-10-13 10:29:00,57,7.365224428837097,1.0986122886681098,0,Champions/VIPs
12425.0,964.21,1,2010-09-17 14:10:00,83,6.872345694244244,0.6931471805599453,2,New / Promising Customers
12426.0,690.48,1,2010-02-15 08:41:00,297,6.538834228054586,0.6931471805599453,1,At-Risk / Lost Customers
12427.0,249.5,1,2010-12-03 10:44:00,6,5.523458920524919,0.6931471805599453,2,New / Promising Customers
12429.0,3591.51,5,2010-12-09 12:05:00,0,8.186606401526202,1.791759469228055,0,Champions/VIPs
12434.0,297.29,1,2010-11-23 13:38:00,16,5.698066167660092,0.6931471805599453,2,New / Promising Customers
12439.0,1142.88,2,2010-01-26 12:11:00,317,7.042181271332972,1.0986122886681098,1,At-Risk / Lost Customers
12440.0,739.2,2,2010-09-03 13:11:00,97,6.606920419952056,1.0986122886681098,2,New / Promising Customers
12441.0,155.55,1,2010-12-08 10:45:00,1,5.053375447772415,0.6931471805599453,2,New / Promising Customers
12443.0,365.31,1,2009-12-07 15:42:00,367,5.90347996943943,0.6931471805599453,1,At-Risk / Lost Customers
12445.0,301.58000000000004,1,2010-10-15 12:28:00,55,5.7123457053166895,0.6931471805599453,2,New / Promising Customers
12449.0,678.6,1,2010-09-27 09:37:00,73,6.521504389797777,0.6931471805599453,2,New / Promising Customers
12450.0,490.32,3,2010-11-05 16:27:00,34,6.197095646670894,1.3862943611198906,2,New / Promising Customers
12451.0,3634.36,3,2010-09-02 15:38:00,98,8.198463422202693,1.3862943611198906,0,Champions/VIPs
12455.0,3383.09,4,2010-09-20 14:39:00,80,8.126840316117134,1.6094379124341003,0,Champions/VIPs
12457.0,512.68,1,2010-09-30 17:59:00,70,6.241600503485793,0.6931471805599453,2,New / Promising Customers
12458.0,715.09,2,2010-10-08 11:36:00,62,6.573805857385295,1.0986122886681098,2,New / Promising Customers
12459.0,398.36,1,2010-04-13 14:53:00,240,5.9898632657410085,0.6931471805599453,1,At-Risk / Lost Customers
12460.0,296.65,1,2010-09-09 13:51:00,91,5.695918299599399,0.6931471805599453,2,New / Promising Customers
12467.0,132.8,1,2010-10-12 15:41:00,58,4.896346147694128,0.6931471805599453,2,New / Promising Customers
12468.0,2581.2,3,2010-07-01 10:28:00,161,7.856397027740618,1.3862943611198906,0,Champions/VIPs
12469.0,3070.54,2,2010-07-05 12:40:00,157,8.029934343472139,1.0986122886681098,0,Champions/VIPs
12470.0,211.95,1,2010-01-19 11:01:00,324,5.3610573963692225,0.6931471805599453,1,At-Risk / Lost Customers
12475.0,396.26,1,2010-10-26 08:49:00,44,5.9845909781648094,0.6931471805599453,2,New / Promising Customers
12480.0,1949.22,3,2010-11-05 15:08:00,34,7.575697465706858,1.3862943611198906,0,Champions/VIPs
12483.0,2158.2000000000003,11,2010-11-26 12:35:00,13,7.677493061703795,2.4849066497880004,0,Champions/VIPs
12484.0,1617.78,5,2010-08-13 13:45:00,118,7.3894280580946505,1.791759469228055,0,Champions/VIPs
12485.0,708.1,1,2010-06-28 15:22:00,164,6.563996560309951,0.6931471805599453,1,At-Risk / Lost Customers
12486.0,917.28,1,2010-10-04 12:14:00,66,6.82250235500737,0.6931471805599453,2,New / Promising Customers
12487.0,285.29999999999995,1,2009-12-09 11:36:00,365,5.657040212104069,0.6931471805599453,1,At-Risk / Lost Customers
12492.0,380.0,1,2010-11-01 14:58:00,38,5.942799375126701,0.6931471805599453,2,New / Promising Customers
12494.0,518.77,3,2010-12-09 11:31:00,0,6.253386406036265,1.3862943611198906,2,New / Promising Customers
12495.0,277.4,1,2010-03-09 10:53:00,275,5.629058928460265,0.6931471805599453,1,At-Risk / Lost Customers
12496.0,45.34,2,2010-03-29 14:06:00,255,3.8360055190042304,1.0986122886681098,1,At-Risk / Lost Customers
12499.0,357.72,1,2010-05-28 15:12:00,195,5.882542139883795,0.6931471805599453,1,At-Risk / Lost Customers
12500.0,1499.39,7,2010-09-30 18:45:00,70,7.313480353296159,2.0794415416798357,0,Champions/VIPs
12504.0,261.0,2,2010-10-18 15:09:00,52,5.568344503761097,1.0986122886681098,2,New / Promising Customers
